User_id,Credit_id,Count_months,Amount,Month_payment,Payed,Left,Planned,Credit_taken,Pay_date
3433,383,7,100.00,10.00,20.00,0.00,10.00,2020-02-04 12:03:00,2020-03-04
19145,384,8,200.00,20.00,0,0.00,20.00,2020-02-28 05:19:38,2020-03-28
20909,385,8,1000.00,100.00,100.00,0.00,100.00,2020-02-04 17:52:44,2020-03-04
2569,386,9,100.00,10.00,0,10.00,10.00,2020-02-04 19:41:45,2020-03-04
19516,387,8,250.00,25.00,25.00,0.00,25.00,2020-02-05 02:09:04,2020-03-04
5711,388,8,100.00,10.00,0,0.00,10.00,2020-02-05 06:43:48,2020-03-05
21263,389,9,100.00,10.00,1.00,9.00,10.00,2020-02-05 14:08:23,2020-03-05
226,390,8,100.00,10.00,0,0.00,10.00,2020-02-05 17:25:49,2020-03-05
21334,391,9,250.00,25.00,0,25.00,25.00,2020-02-05 17:55:46,2020-03-05
6149,392,9,100.00,10.00,0,10.00,10.00,2020-02-05 18:04:06,2020-03-05
1122,393,8,100.00,10.00,10.00,0.00,10.00,2020-02-05 21:59:18,2020-03-05
6183,394,7,100.00,10.00,10.00,0.00,10.00,2020-02-05 22:16:49,2020-03-05
11467,395,8,100.00,10.00,10.00,0.00,10.00,2020-02-05 23:08:31,2020-03-05
20956,396,9,100.00,10.00,0,10.00,10.00,2020-02-06 00:12:33,2020-03-05
21172,397,8,1000.00,100.00,0,0.00,100.00,2020-02-06 02:26:00,2020-03-05
20953,398,8,100.00,10.00,0,0.00,10.00,2020-02-06 02:28:22,2020-03-05
19268,399,8,250.00,25.00,0,0.00,25.00,2020-02-06 05:40:19,2020-03-06
